opportunity_id,sale_id,account_id,opportunity_name,stage_name,amount,probability,close_date,created_date,lead_source,type,campaign_id
OPP00019189,,ACC000153,New User - ACC000153,Verification Pending,297.73,50,,2025-06-27,Referral,New User,6
OPP00019190,19190,ACC000285,New User - ACC000285,Closed Won,393.47,100,2025-07-30,2025-06-28,Google Ads,New User,84
OPP00019191,,ACC000075,New User - ACC000075,Signup Complete,211.96,50,,2025-07-08,Email,New User,9
OPP00019192,19192,ACC000126,Returning User - ACC000126,Closed Won,183.75,100,2025-08-04,2025-07-03,App Store,Returning User,
OPP00019193,19193,ACC000082,Returning User - ACC000082,Closed Won,215.09,100,2025-08-06,2025-07-15,Organic Search,Returning User,11
OPP00019194,,ACC000644,Returning User - ACC000644,Verification Pending,172.03,50,,2025-07-03,TikTok,Returning User,
OPP00019195,,ACC000362,New User - ACC000362,Activated,185.93,25,,2025-07-12,Facebook Ads,New User,
OPP00019196,,ACC000019,New User - ACC000019,Lead,179.13,50,,2025-07-22,TikTok,New User,
OPP00019197,,ACC000588,Returning User - ACC000588,Lead,94.02,75,,2025-06-29,Organic Search,Returning User,14
OPP00019198,,ACC000912,Returning User - ACC000912,Lead,214.26,50,,2025-07-04,Facebook Ads,Returning User,13
OPP00019199,19199,ACC000930,New User - ACC000930,Closed Won,124.20,100,2025-07-31,2025-07-04,Instagram,New User,
OPP00019200,,ACC000372,New User - ACC000372,Signup Complete,215.68,50,,2025-07-11,Referral,New User,13
OPP00019201,19201,ACC000483,Premium Upgrade - ACC000483,Closed Won,257.58,100,2025-07-31,2025-07-22,Instagram,Premium Upgrade,64
OPP00019202,,ACC000323,New User - ACC000323,Activated,289.07,50,,2025-06-27,Referral,New User,12
OPP00019203,,ACC000055,Returning User - ACC000055,Activated,210.60,75,,2025-07-27,Influencer,Returning User,
OPP00019204,,ACC000834,New User - ACC000834,Lead,252.32,10,,2025-07-08,TikTok,New User,
OPP00019205,,ACC000832,New User - ACC000832,Activated,148.44,10,,2025-06-27,Facebook Ads,New User,10
OPP00019206,,ACC000795,Returning User - ACC000795,Activated,198.76,25,,2025-06-28,Referral,Returning User,16
OPP00019207,19207,ACC000628,New User - ACC000628,Closed Won,321.05,100,2025-08-08,2025-07-15,Influencer,New User,38
OPP00019208,,ACC000956,Returning User - ACC000956,Activated,248.21,50,,2025-07-16,Influencer,Returning User,28
OPP00019209,19209,ACC000159,New User - ACC000159,Closed Won,89.41,100,2025-08-03,2025-07-09,Play Store,New User,
OPP00019210,,ACC000797,Returning User - ACC000797,Lead,167.54,10,,2025-07-23,Organic Search,Returning User,90
OPP00019211,,ACC000649,New User - ACC000649,Lead,74.78,50,,2025-07-08,Organic Search,New User,76
OPP00019212,19212,ACC000978,Premium Upgrade - ACC000978,Closed Won,58.07,100,2025-08-03,2025-07-25,App Store,Premium Upgrade,79
OPP00019213,19213,ACC000423,New User - ACC000423,Closed Won,394.11,100,2025-08-08,2025-07-23,Play Store,New User,93
OPP00019214,19214,ACC000990,New User - ACC000990,Closed Won,221.34,100,2025-07-29,2025-07-10,Influencer,New User,72
OPP00019215,,ACC000662,New User - ACC000662,Verification Pending,116.18,25,,2025-07-09,Google Ads,New User,
OPP00019216,19216,ACC000742,New User - ACC000742,Closed Won,262.84,100,2025-07-29,2025-07-08,Referral,New User,26
OPP00019217,,ACC000165,Returning User - ACC000165,Lead,272.21,10,,2025-07-17,Email,Returning User,
OPP00019218,19218,ACC000737,Returning User - ACC000737,Closed Won,303.37,100,2025-08-04,2025-07-24,App Store,Returning User,85
OPP00019219,,ACC000739,Returning User - ACC000739,Lead,179.87,50,,2025-07-09,Google Ads,Returning User,
OPP00019220,,ACC000034,Returning User - ACC000034,Lead,208.27,50,,2025-07-15,Influencer,Returning User,
OPP00019221,,ACC000846,New User - ACC000846,Signup Complete,60.88,10,,2025-07-04,Google Ads,New User,87
OPP00019222,19222,ACC000553,New User - ACC000553,Closed Won,372.39,100,2025-07-30,2025-07-03,App Store,New User,
OPP00019223,,ACC000159,New User - ACC000159,Signup Complete,239.52,75,,2025-07-19,Play Store,New User,41
OPP00019224,,ACC000182,New User - ACC000182,Lead,280.69,10,,2025-07-27,Google Ads,New User,
OPP00019225,,ACC000412,Premium Upgrade - ACC000412,Activated,120.31,50,,2025-07-05,Referral,Premium Upgrade,77
OPP00019226,,ACC000191,New User - ACC000191,Lead,102.74,50,,2025-07-12,Instagram,New User,70
OPP00019227,,ACC000993,New User - ACC000993,Lead,108.62,10,,2025-07-07,Facebook Ads,New User,71
OPP00019228,,ACC000034,New User - ACC000034,Activated,164.25,10,,2025-07-10,Google Ads,New User,
OPP00019229,,ACC000303,New User - ACC000303,Signup Complete,167.86,25,,2025-07-04,Email,New User,5
OPP00019230,,ACC000284,New User - ACC000284,Verification Pending,288.11,75,,2025-07-17,App Store,New User,
OPP00019231,,ACC000574,Returning User - ACC000574,Lead,217.26,25,,2025-06-28,Facebook Ads,Returning User,50
OPP00019232,,ACC000075,New User - ACC000075,Activated,216.19,25,,2025-07-23,Email,New User,12
OPP00019233,,ACC000828,New User - ACC000828,Signup Complete,288.74,25,,2025-07-25,Organic Search,New User,
OPP00019234,,ACC000914,New User - ACC000914,Signup Complete,146.47,10,,2025-07-14,Facebook Ads,New User,8
OPP00019235,,ACC000222,New User - ACC000222,Verification Pending,84.58,50,,2025-07-07,Google Ads,New User,73
OPP00019236,19236,ACC000122,Returning User - ACC000122,Closed Won,397.84,100,2025-08-07,2025-07-09,App Store,Returning User,
OPP00019237,,ACC000632,New User - ACC000632,Activated,62.83,75,,2025-07-15,Email,New User,33
OPP00019238,,ACC000568,New User - ACC000568,Activated,245.50,75,,2025-06-30,Play Store,New User,87
OPP00019239,,ACC000921,Returning User - ACC000921,Activated,110.95,10,,2025-06-28,Instagram,Returning User,
OPP00019240,,ACC000876,Returning User - ACC000876,Lead,195.02,75,,2025-07-02,Instagram,Returning User,79
OPP00019241,,ACC000206,New User - ACC000206,Signup Complete,77.99,75,,2025-07-23,Referral,New User,78
OPP00019242,,ACC000870,New User - ACC000870,Signup Complete,244.76,75,,2025-07-05,Organic Search,New User,63
OPP00019243,,ACC000457,New User - ACC000457,Signup Complete,253.07,25,,2025-07-08,Organic Search,New User,
OPP00019244,,ACC000455,New User - ACC000455,Signup Complete,87.40,25,,2025-07-16,Influencer,New User,41
OPP00019245,,ACC000165,New User - ACC000165,Activated,96.72,50,,2025-06-28,Organic Search,New User,80
OPP00019246,,ACC000505,New User - ACC000505,Activated,134.47,25,,2025-07-18,Play Store,New User,
OPP00019247,19247,ACC000072,New User - ACC000072,Closed Won,452.16,100,2025-08-01,2025-07-26,Influencer,New User,
OPP00019248,,ACC000372,New User - ACC000372,Signup Complete,54.62,10,,2025-07-16,App Store,New User,
OPP00019249,,ACC000952,New User - ACC000952,Lead,266.32,25,,2025-07-05,Google Ads,New User,
OPP00019250,,ACC000650,New User - ACC000650,Activated,245.26,75,,2025-07-11,Instagram,New User,
OPP00019251,,ACC000184,New User - ACC000184,Activated,242.35,25,,2025-07-11,Influencer,New User,
OPP00019252,,ACC000581,Returning User - ACC000581,Activated,189.33,25,,2025-07-09,Referral,Returning User,10
OPP00019253,,ACC000851,New User - ACC000851,Lead,232.67,10,,2025-07-18,Instagram,New User,12
OPP00019254,,ACC000279,New User - ACC000279,Verification Pending,141.93,75,,2025-07-26,Referral,New User,48
OPP00019255,19255,ACC000984,New User - ACC000984,Closed Won,140.45,100,2025-08-01,2025-07-14,TikTok,New User,1
OPP00019256,,ACC000472,New User - ACC000472,Activated,286.59,25,,2025-07-05,Google Ads,New User,51
OPP00019257,,ACC000562,New User - ACC000562,Activated,237.01,50,,2025-07-13,Instagram,New User,20
OPP00019258,,ACC000068,New User - ACC000068,Verification Pending,294.06,25,,2025-07-09,Google Ads,New User,
OPP00019259,,ACC000113,New User - ACC000113,Activated,247.95,25,,2025-07-21,Influencer,New User,50
OPP00019260,,ACC000612,New User - ACC000612,Verification Pending,116.54,75,,2025-07-28,Influencer,New User,8
OPP00019261,,ACC000886,New User - ACC000886,Signup Complete,150.49,25,,2025-07-10,Email,New User,58
OPP00019262,19262,ACC000582,Returning User - ACC000582,Closed Won,497.29,100,2025-08-03,2025-07-05,Instagram,Returning User,71
OPP00019263,,ACC000223,New User - ACC000223,Activated,59.08,75,,2025-07-19,Referral,New User,15
OPP00019264,19264,ACC000604,New User - ACC000604,Closed Won,458.36,100,2025-08-11,2025-07-02,Instagram,New User,33
OPP00019265,,ACC000192,Returning User - ACC000192,Lead,62.93,25,,2025-07-05,Email,Returning User,73
OPP00019266,,ACC000462,New User - ACC000462,Verification Pending,174.05,10,,2025-07-16,Facebook Ads,New User,93
OPP00019267,,ACC000681,Returning User - ACC000681,Verification Pending,70.51,50,,2025-07-20,TikTok,Returning User,
OPP00019268,,ACC000058,New User - ACC000058,Signup Complete,190.10,10,,2025-07-01,Influencer,New User,92
OPP00019269,19269,ACC000091,Premium Upgrade - ACC000091,Closed Won,207.38,100,2025-08-04,2025-07-20,App Store,Premium Upgrade,
OPP00019270,19270,ACC000369,New User - ACC000369,Closed Won,289.62,100,2025-08-11,2025-07-23,Facebook Ads,New User,
OPP00019271,,ACC000094,New User - ACC000094,Activated,144.24,25,,2025-07-16,Facebook Ads,New User,16
OPP00019272,19272,ACC000554,New User - ACC000554,Closed Won,154.53,100,2025-08-04,2025-07-25,Email,New User,89
OPP00019273,19273,ACC000593,New User - ACC000593,Closed Won,350.10,100,2025-08-03,2025-06-30,App Store,New User,
OPP00019274,19274,ACC000705,New User - ACC000705,Closed Won,411.03,100,2025-07-30,2025-07-22,Instagram,New User,
OPP00019275,,ACC000359,New User - ACC000359,Verification Pending,202.98,50,,2025-07-25,Play Store,New User,
OPP00019276,,ACC000801,Returning User - ACC000801,Activated,272.98,50,,2025-07-05,Organic Search,Returning User,
OPP00019277,19277,ACC000411,Returning User - ACC000411,Closed Won,427.12,100,2025-08-11,2025-07-20,Play Store,Returning User,
OPP00019278,19278,ACC000152,Returning User - ACC000152,Closed Won,219.42,100,2025-07-29,2025-07-29,Play Store,Returning User,28
OPP00019279,,ACC000946,Returning User - ACC000946,Signup Complete,133.84,50,,2025-07-09,TikTok,Returning User,38
OPP00019280,19280,ACC000919,New User - ACC000919,Closed Won,440.46,100,2025-08-11,2025-07-06,Play Store,New User,61
OPP00019281,,ACC000094,New User - ACC000094,Activated,273.73,50,,2025-07-05,Influencer,New User,69
OPP00019282,,ACC000850,New User - ACC000850,Signup Complete,172.81,50,,2025-07-18,TikTok,New User,93
OPP00019283,,ACC000825,New User - ACC000825,Activated,186.96,10,,2025-07-21,Google Ads,New User,15
OPP00019284,,ACC000614,New User - ACC000614,Activated,53.49,75,,2025-07-03,Organic Search,New User,
OPP00019285,19285,ACC000609,Returning User - ACC000609,Closed Won,410.86,100,2025-08-07,2025-07-23,Facebook Ads,Returning User,71
OPP00019286,19286,ACC000605,New User - ACC000605,Closed Won,344.08,100,2025-08-08,2025-07-11,TikTok,New User,70
OPP00019287,,ACC000417,New User - ACC000417,Activated,262.97,75,,2025-07-16,TikTok,New User,
OPP00019288,,ACC000451,New User - ACC000451,Signup Complete,153.74,75,,2025-07-17,Email,New User,82
OPP00019289,,ACC000908,New User - ACC000908,Activated,59.00,25,,2025-07-17,TikTok,New User,96
OPP00019290,19290,ACC000336,Premium Upgrade - ACC000336,Closed Won,100.12,100,2025-07-31,2025-07-19,Google Ads,Premium Upgrade,
OPP00019291,,ACC000983,Returning User - ACC000983,Verification Pending,180.31,75,,2025-07-14,App Store,Returning User,
OPP00019292,,ACC000566,New User - ACC000566,Activated,161.39,75,,2025-06-29,Google Ads,New User,
OPP00019293,19293,ACC000612,Returning User - ACC000612,Closed Won,188.75,100,2025-08-09,2025-07-27,Referral,Returning User,
OPP00019294,19294,ACC000553,New User - ACC000553,Closed Won,145.79,100,2025-08-02,2025-07-27,Instagram,New User,
OPP00019295,,ACC000371,New User - ACC000371,Activated,124.64,25,,2025-07-24,Play Store,New User,4
OPP00019296,,ACC000681,New User - ACC000681,Activated,113.89,10,,2025-06-30,Email,New User,96
OPP00019297,,ACC000996,New User - ACC000996,Signup Complete,257.74,10,,2025-07-20,Google Ads,New User,5
OPP00019298,,ACC000585,New User - ACC000585,Activated,156.06,10,,2025-07-13,Facebook Ads,New User,
OPP00019299,,ACC000524,Premium Upgrade - ACC000524,Activated,253.48,25,,2025-07-18,Referral,Premium Upgrade,22
OPP00019300,,ACC000452,New User - ACC000452,Activated,117.36,75,,2025-07-17,App Store,New User,
OPP00019301,,ACC000106,New User - ACC000106,Activated,154.90,25,,2025-07-20,Google Ads,New User,
OPP00019302,,ACC000704,New User - ACC000704,Activated,133.02,50,,2025-07-28,Email,New User,
OPP00019303,,ACC000500,New User - ACC000500,Signup Complete,139.26,50,,2025-07-07,Influencer,New User,31
OPP00019304,,ACC000750,New User - ACC000750,Signup Complete,135.15,10,,2025-07-24,TikTok,New User,75
OPP00019305,,ACC000598,Returning User - ACC000598,Activated,153.52,75,,2025-06-30,TikTok,Returning User,24
OPP00019306,,ACC000770,New User - ACC000770,Activated,280.84,75,,2025-07-01,Instagram,New User,95
OPP00019307,,ACC000790,New User - ACC000790,Signup Complete,245.24,25,,2025-07-17,Organic Search,New User,59
OPP00019308,,ACC000359,New User - ACC000359,Verification Pending,216.77,50,,2025-07-19,Email,New User,86
OPP00019309,19309,ACC000407,Returning User - ACC000407,Closed Won,485.85,100,2025-08-11,2025-07-17,Play Store,Returning User,
OPP00019310,,ACC000226,New User - ACC000226,Activated,297.03,25,,2025-07-05,Instagram,New User,38
OPP00019311,,ACC000605,New User - ACC000605,Activated,244.37,75,,2025-07-01,TikTok,New User,23
OPP00019312,,ACC000120,Premium Upgrade - ACC000120,Signup Complete,232.78,75,,2025-07-10,Play Store,Premium Upgrade,
OPP00019313,,ACC000040,New User - ACC000040,Signup Complete,174.12,75,,2025-07-19,Instagram,New User,70
OPP00019314,,ACC000205,New User - ACC000205,Lead,207.47,25,,2025-06-30,Google Ads,New User,84
OPP00019315,19315,ACC000387,New User - ACC000387,Closed Won,93.82,100,2025-08-10,2025-07-17,Influencer,New User,42
OPP00019316,,ACC000733,New User - ACC000733,Verification Pending,291.08,50,,2025-07-16,Instagram,New User,42
OPP00019317,,ACC000429,Returning User - ACC000429,Verification Pending,67.21,50,,2025-07-07,Play Store,Returning User,
OPP00019318,,ACC000504,Premium Upgrade - ACC000504,Lead,71.16,25,,2025-07-21,Facebook Ads,Premium Upgrade,72
OPP00019319,,ACC000950,New User - ACC000950,Activated,278.49,50,,2025-07-01,Facebook Ads,New User,25
OPP00019320,,ACC000454,Returning User - ACC000454,Signup Complete,196.03,25,,2025-07-12,Organic Search,Returning User,92
OPP00019321,,ACC000101,New User - ACC000101,Signup Complete,133.02,50,,2025-07-05,Influencer,New User,82
OPP00019322,,ACC000219,New User - ACC000219,Activated,99.27,25,,2025-07-06,Organic Search,New User,46
OPP00019323,,ACC000507,New User - ACC000507,Verification Pending,71.44,25,,2025-06-30,TikTok,New User,79
OPP00019324,,ACC000167,New User - ACC000167,Lead,259.26,50,,2025-07-14,Referral,New User,
OPP00019325,19325,ACC000398,New User - ACC000398,Closed Won,123.24,100,2025-08-03,2025-07-24,Facebook Ads,New User,99
OPP00019326,,ACC000846,New User - ACC000846,Signup Complete,69.74,25,,2025-07-16,Referral,New User,54
OPP00019327,,ACC000384,New User - ACC000384,Lead,89.10,10,,2025-07-02,Facebook Ads,New User,23
OPP00019328,,ACC000124,New User - ACC000124,Verification Pending,295.49,10,,2025-07-05,Influencer,New User,35
OPP00019329,,ACC000636,New User - ACC000636,Activated,171.88,10,,2025-07-29,TikTok,New User,
OPP00019330,,ACC000129,New User - ACC000129,Lead,257.77,10,,2025-07-29,Google Ads,New User,22
OPP00019331,,ACC000105,Returning User - ACC000105,Signup Complete,292.65,75,,2025-07-12,Instagram,Returning User,56
OPP00019332,,ACC000325,New User - ACC000325,Lead,272.88,10,,2025-07-23,Play Store,New User,89
OPP00019333,,ACC000198,Returning User - ACC000198,Signup Complete,255.04,25,,2025-07-24,App Store,Returning User,
OPP00019334,,ACC000770,New User - ACC000770,Activated,245.92,50,,2025-07-31,Influencer,New User,14
OPP00019335,,ACC000948,Returning User - ACC000948,Verification Pending,257.19,25,,2025-07-09,Instagram,Returning User,97
OPP00019336,19336,ACC000726,New User - ACC000726,Closed Won,313.26,100,2025-08-06,2025-07-17,Referral,New User,
OPP00019337,,ACC000551,Returning User - ACC000551,Signup Complete,134.50,10,,2025-07-19,Google Ads,Returning User,
OPP00019338,,ACC000955,New User - ACC000955,Signup Complete,205.53,10,,2025-07-19,Instagram,New User,24
OPP00019339,,ACC000830,New User - ACC000830,Activated,109.05,50,,2025-07-03,Instagram,New User,55
OPP00019340,19340,ACC000238,New User - ACC000238,Closed Won,226.29,100,2025-08-04,2025-07-09,Play Store,New User,39
OPP00019341,19341,ACC000516,New User - ACC000516,Closed Won,145.58,100,2025-08-12,2025-07-11,Google Ads,New User,
OPP00019342,,ACC000598,New User - ACC000598,Signup Complete,64.01,10,,2025-07-29,Referral,New User,
OPP00019343,,ACC000366,New User - ACC000366,Activated,274.78,25,,2025-07-28,Email,New User,92
OPP00019344,,ACC000076,New User - ACC000076,Activated,136.93,75,,2025-07-09,TikTok,New User,
OPP00019345,,ACC000983,New User - ACC000983,Signup Complete,198.23,50,,2025-07-11,TikTok,New User,
OPP00019346,,ACC000271,New User - ACC000271,Verification Pending,83.26,50,,2025-07-21,Facebook Ads,New User,
OPP00019347,,ACC000185,New User - ACC000185,Activated,126.51,50,,2025-07-03,Instagram,New User,59
OPP00019348,,ACC000045,Returning User - ACC000045,Signup Complete,100.80,75,,2025-07-20,TikTok,Returning User,1
OPP00019349,,ACC000896,New User - ACC000896,Activated,201.92,25,,2025-07-05,Organic Search,New User,
OPP00019350,19350,ACC000012,New User - ACC000012,Closed Won,226.39,100,2025-08-13,2025-07-02,Organic Search,New User,84
OPP00019351,,ACC000260,New User - ACC000260,Activated,70.99,25,,2025-07-16,Referral,New User,11
OPP00019352,,ACC000539,Returning User - ACC000539,Activated,152.85,25,,2025-07-02,Google Ads,Returning User,34
OPP00019353,,ACC000280,Returning User - ACC000280,Lead,101.66,10,,2025-07-13,Instagram,Returning User,84
OPP00019354,,ACC000646,New User - ACC000646,Lead,86.07,25,,2025-07-23,Email,New User,83
OPP00019355,,ACC000733,Premium Upgrade - ACC000733,Signup Complete,149.94,10,,2025-07-22,TikTok,Premium Upgrade,
OPP00019356,19356,ACC000762,New User - ACC000762,Closed Won,381.52,100,2025-08-13,2025-07-20,Organic Search,New User,70
OPP00019357,,ACC000113,New User - ACC000113,Activated,289.15,75,,2025-07-25,Instagram,New User,23
OPP00019358,19358,ACC000966,Premium Upgrade - ACC000966,Closed Won,490.63,100,2025-08-04,2025-07-01,Email,Premium Upgrade,99
OPP00019359,,ACC000541,New User - ACC000541,Activated,119.29,10,,2025-07-16,Play Store,New User,41
OPP00019360,,ACC000997,Returning User - ACC000997,Lead,78.48,10,,2025-07-04,App Store,Returning User,
OPP00019361,19361,ACC000820,New User - ACC000820,Closed Won,120.90,100,2025-08-06,2025-07-14,App Store,New User,
OPP00019362,,ACC000094,New User - ACC000094,Lead,137.68,25,,2025-07-07,Email,New User,
OPP00019363,,ACC000446,New User - ACC000446,Activated,232.59,75,,2025-07-25,Organic Search,New User,
OPP00019364,19364,ACC000271,Returning User - ACC000271,Closed Won,300.77,100,2025-08-13,2025-07-15,Instagram,Returning User,100
OPP00019365,19365,ACC000459,New User - ACC000459,Closed Won,190.36,100,2025-08-09,2025-07-28,TikTok,New User,8
OPP00019366,,ACC000139,New User - ACC000139,Activated,157.11,25,,2025-07-14,Google Ads,New User,97
OPP00019367,,ACC000469,Premium Upgrade - ACC000469,Verification Pending,285.68,75,,2025-07-21,Play Store,Premium Upgrade,71
OPP00019368,,ACC000512,Premium Upgrade - ACC000512,Signup Complete,210.84,25,,2025-07-12,Influencer,Premium Upgrade,32
OPP00019369,19369,ACC000082,New User - ACC000082,Closed Won,485.68,100,2025-08-03,2025-08-01,App Store,New User,14
OPP00019370,,ACC000609,Premium Upgrade - ACC000609,Signup Complete,215.93,75,,2025-07-21,Facebook Ads,Premium Upgrade,
OPP00019371,,ACC000427,New User - ACC000427,Verification Pending,167.72,75,,2025-08-01,Influencer,New User,48
OPP00019372,19372,ACC000487,New User - ACC000487,Closed Won,289.13,100,2025-08-11,2025-07-10,App Store,New User,62
OPP00019373,19373,ACC000381,New User - ACC000381,Closed Won,67.33,100,2025-08-13,2025-07-18,Referral,New User,21
OPP00019374,,ACC000362,Returning User - ACC000362,Activated,263.09,75,,2025-07-03,Email,Returning User,92
OPP00019375,,ACC000663,New User - ACC000663,Signup Complete,212.51,25,,2025-07-26,Instagram,New User,62
OPP00019376,,ACC000107,New User - ACC000107,Lead,245.29,10,,2025-07-22,Influencer,New User,93
OPP00019377,19377,ACC000730,New User - ACC000730,Closed Won,363.18,100,2025-08-07,2025-07-09,Referral,New User,15
OPP00019378,,ACC000295,New User - ACC000295,Activated,262.68,75,,2025-07-07,Play Store,New User,14
OPP00019379,,ACC000451,Returning User - ACC000451,Verification Pending,275.24,10,,2025-07-14,App Store,Returning User,73
OPP00019380,19380,ACC000487,New User - ACC000487,Closed Won,425.65,100,2025-08-14,2025-07-03,Influencer,New User,
OPP00019381,,ACC000271,New User - ACC000271,Activated,278.25,75,,2025-07-06,Referral,New User,
OPP00019382,,ACC000807,Premium Upgrade - ACC000807,Signup Complete,80.35,10,,2025-07-23,Email,Premium Upgrade,
OPP00019383,,ACC000577,New User - ACC000577,Signup Complete,164.34,75,,2025-07-15,Instagram,New User,
OPP00019384,,ACC000140,New User - ACC000140,Signup Complete,251.47,10,,2025-07-03,Facebook Ads,New User,
OPP00019385,,ACC000027,New User - ACC000027,Signup Complete,199.76,75,,2025-08-01,TikTok,New User,42
OPP00019386,,ACC000118,Returning User - ACC000118,Activated,102.48,10,,2025-07-15,Instagram,Returning User,74
OPP00019387,19387,ACC000432,Returning User - ACC000432,Closed Won,227.54,100,2025-08-03,2025-07-22,App Store,Returning User,
OPP00019388,,ACC000549,Returning User - ACC000549,Signup Complete,191.11,25,,2025-07-29,Play Store,Returning User,
OPP00019389,,ACC000575,New User - ACC000575,Verification Pending,179.90,25,,2025-07-16,Play Store,New User,
OPP00019390,,ACC000909,Premium Upgrade - ACC000909,Activated,157.47,50,,2025-07-16,Instagram,Premium Upgrade,99
OPP00019391,,ACC000264,Returning User - ACC000264,Verification Pending,245.49,75,,2025-07-08,Influencer,Returning User,38
OPP00019392,19392,ACC000067,New User - ACC000067,Closed Won,290.15,100,2025-08-08,2025-07-30,TikTok,New User,
OPP00019393,,ACC000392,Premium Upgrade - ACC000392,Lead,190.31,50,,2025-07-15,Influencer,Premium Upgrade,
OPP00019394,,ACC000682,Premium Upgrade - ACC000682,Signup Complete,153.10,25,,2025-07-09,Instagram,Premium Upgrade,23
OPP00019395,,ACC000233,New User - ACC000233,Signup Complete,84.10,75,,2025-07-25,Organic Search,New User,88
OPP00019396,,ACC000490,New User - ACC000490,Lead,65.26,75,,2025-07-29,Referral,New User,
OPP00019397,19397,ACC000885,New User - ACC000885,Closed Won,220.89,100,2025-08-12,2025-07-10,Organic Search,New User,
OPP00019398,,ACC000294,Returning User - ACC000294,Activated,90.63,10,,2025-07-04,Influencer,Returning User,
OPP00019399,,ACC000454,New User - ACC000454,Lead,147.00,75,,2025-07-14,Instagram,New User,21
OPP00019400,19400,ACC000368,Premium Upgrade - ACC000368,Closed Won,466.73,100,2025-08-07,2025-07-29,Organic Search,Premium Upgrade,12
OPP00019401,19401,ACC000236,New User - ACC000236,Closed Won,143.69,100,2025-08-08,2025-07-30,Influencer,New User,11
OPP00019402,,ACC000959,New User - ACC000959,Lead,153.33,25,,2025-07-29,Referral,New User,6
OPP00019403,,ACC000495,Returning User - ACC000495,Activated,160.29,50,,2025-07-08,Organic Search,Returning User,4
OPP00019404,,ACC000824,New User - ACC000824,Activated,131.63,10,,2025-07-12,Google Ads,New User,52
OPP00019405,,ACC000527,New User - ACC000527,Signup Complete,221.25,75,,2025-07-13,Influencer,New User,25
OPP00019406,19406,ACC000671,New User - ACC000671,Closed Won,381.81,100,2025-08-15,2025-07-05,Google Ads,New User,21
OPP00019407,,ACC000043,New User - ACC000043,Verification Pending,272.16,25,,2025-07-17,Play Store,New User,38
OPP00019408,19408,ACC000581,Returning User - ACC000581,Closed Won,305.42,100,2025-08-02,2025-07-31,TikTok,Returning User,71
OPP00019409,,ACC000592,New User - ACC000592,Verification Pending,218.20,50,,2025-07-31,Influencer,New User,52
OPP00019410,,ACC000963,New User - ACC000963,Verification Pending,258.22,25,,2025-07-06,Play Store,New User,
OPP00019411,,ACC000556,New User - ACC000556,Verification Pending,244.70,25,,2025-07-22,App Store,New User,
OPP00019412,,ACC000351,New User - ACC000351,Verification Pending,112.12,50,,2025-07-21,App Store,New User,80
OPP00019413,,ACC000380,New User - ACC000380,Lead,235.42,75,,2025-07-03,Play Store,New User,28
OPP00019414,,ACC000915,New User - ACC000915,Activated,67.73,50,,2025-07-05,Email,New User,22
OPP00019415,,ACC000539,Returning User - ACC000539,Verification Pending,267.79,10,,2025-07-26,Instagram,Returning User,51
OPP00019416,,ACC000880,Returning User - ACC000880,Activated,84.84,50,,2025-07-18,Email,Returning User,63
OPP00019417,19417,ACC000646,New User - ACC000646,Closed Won,255.46,100,2025-08-16,2025-07-11,Facebook Ads,New User,97
OPP00019418,,ACC000664,New User - ACC000664,Signup Complete,242.15,25,,2025-07-04,Referral,New User,11
OPP00019419,19419,ACC000578,New User - ACC000578,Closed Won,248.05,100,2025-08-09,2025-07-10,Organic Search,New User,
OPP00019420,,ACC000353,New User - ACC000353,Activated,163.65,75,,2025-07-21,Play Store,New User,28
OPP00019421,,ACC000127,New User - ACC000127,Signup Complete,118.27,25,,2025-07-21,Instagram,New User,
OPP00019422,19422,ACC000819,New User - ACC000819,Closed Won,463.52,100,2025-08-10,2025-07-14,Organic Search,New User,80
OPP00019423,19423,ACC000353,New User - ACC000353,Closed Won,266.30,100,2025-08-04,2025-07-21,Email,New User,64
OPP00019424,,ACC000892,New User - ACC000892,Signup Complete,135.13,25,,2025-07-13,Google Ads,New User,65
OPP00019425,19425,ACC000946,New User - ACC000946,Closed Won,122.89,100,2025-08-11,2025-07-14,Facebook Ads,New User,72
OPP00019426,,ACC000873,New User - ACC000873,Activated,205.65,50,,2025-07-06,Instagram,New User,
OPP00019427,,ACC000265,New User - ACC000265,Lead,168.66,25,,2025-07-05,Influencer,New User,94
OPP00019428,19428,ACC000063,New User - ACC000063,Closed Won,120.93,100,2025-08-04,2025-07-15,App Store,New User,23
OPP00019429,,ACC000542,New User - ACC000542,Activated,291.07,25,,2025-07-13,Organic Search,New User,39
OPP00019430,,ACC000804,New User - ACC000804,Activated,247.40,10,,2025-07-27,TikTok,New User,
OPP00019431,,ACC000833,Returning User - ACC000833,Activated,157.32,25,,2025-07-04,Referral,Returning User,86
OPP00019432,19432,ACC000882,New User - ACC000882,Closed Won,465.63,100,2025-08-16,2025-07-26,Play Store,New User,
OPP00019433,19433,ACC000825,Returning User - ACC000825,Closed Won,463.28,100,2025-08-12,2025-07-20,Email,Returning User,6
OPP00019434,19434,ACC000898,New User - ACC000898,Closed Won,219.98,100,2025-08-11,2025-07-05,Influencer,New User,
OPP00019435,,ACC000241,Returning User - ACC000241,Signup Complete,87.17,50,,2025-07-21,Influencer,Returning User,87
OPP00019436,,ACC000349,Premium Upgrade - ACC000349,Lead,282.68,75,,2025-07-20,Organic Search,Premium Upgrade,32
